province_state,country_region,date,confirmed,deaths,recovered,active
Shanxi,China,2020-08-03,201,0,201,0
Tibet,China,2020-08-03,1,0,1,0
Jiangsu,China,2021-09-07,1591,0,,
Macau,China,2021-09-07,63,0,,
Ningxia,China,2021-09-07,77,0,,
Qinghai,China,2021-09-07,18,0,,
Shanxi,China,2021-09-07,259,0,,
Tibet,China,2021-09-07,1,0,,
Unknown,China,2021-09-07,0,0,,
Jiangsu,China,2020-05-03,653,0,650,3
Macau,China,2020-05-03,45,0,39,6
Ningxia,China,2020-05-03,75,0,75,0
Qinghai,China,2020-05-03,18,0,18,0
Shanxi,China,2020-05-03,198,0,180,18
Tibet,China,2020-05-03,1,0,1,0
Jiangsu,China,2021-02-08,702,0,688,14
Macau,China,2021-02-08,48,0,46,2
Ningxia,China,2021-02-08,75,0,75,0
Qinghai,China,2021-02-08,18,0,18,0
Shanxi,China,2021-02-08,239,0,229,10
Tibet,China,2021-02-08,1,0,1,0
Jiangsu,China,2022-07-30,2319,0,,
Ningxia,China,2022-07-30,122,0,,
Qinghai,China,2022-07-30,148,0,,
Shanxi,China,2022-07-30,428,0,,
Tibet,China,2022-07-30,1,0,,
Unknown,China,2022-07-30,676028,0,,
Jiangsu,China,2022-03-30,2011,0,,
Macau,China,2022-03-30,82,0,,
Ningxia,China,2022-03-30,122,0,,
Qinghai,China,2022-03-30,32,0,,
Shanxi,China,2022-03-30,310,0,,
Tibet,China,2022-03-30,1,0,,
Unknown,China,2022-03-30,78325,0,,
Jiangsu,China,2021-02-09,703,0,688,15
Macau,China,2021-02-09,48,0,46,2
Ningxia,China,2021-02-09,75,0,75,0
Qinghai,China,2021-02-09,18,0,18,0
Shanxi,China,2021-02-09,239,0,230,9
Tibet,China,2021-02-09,1,0,1,0
Jiangsu,China,2021-05-07,720,0,712,8
Macau,China,2021-05-07,49,0,49,0
Ningxia,China,2021-05-07,75,0,75,0
Qinghai,China,2021-05-07,18,0,18,0
Shanxi,China,2021-05-07,251,0,244,7
Tibet,China,2021-05-07,1,0,1,0
Unknown,China,2021-05-07,0,0,10,-10
Jiangsu,China,2020-11-23,679,0,671,8
Macau,China,2020-11-23,46,0,46,0
Ningxia,China,2020-11-23,75,0,75,0
Qinghai,China,2020-11-23,18,0,18,0
Shanxi,China,2020-11-23,220,0,215,5
Tibet,China,2020-11-23,1,0,1,0
Jiangsu,China,2022-02-05,1631,0,,
Macau,China,2022-02-05,79,0,,
Ningxia,China,2022-02-05,122,0,,
Qinghai,China,2022-02-05,30,0,,
Shanxi,China,2022-02-05,268,0,,
Tibet,China,2022-02-05,1,0,,
Unknown,China,2022-02-05,0,0,,
Jiangsu,China,2021-11-20,1619,0,,
Macau,China,2021-11-20,77,0,,
Ningxia,China,2021-11-20,122,0,,
Qinghai,China,2021-11-20,30,0,,
Shanxi,China,2021-11-20,264,0,,
Tibet,China,2021-11-20,1,0,,
Unknown,China,2021-11-20,0,0,,
Jiangsu,China,2022-07-22,2316,0,,
Ningxia,China,2022-07-22,122,0,,
Qinghai,China,2022-07-22,148,0,,
Shanxi,China,2022-07-22,427,0,,
Tibet,China,2022-07-22,1,0,,
Unknown,China,2022-07-22,671474,0,,
Jiangsu,China,2021-05-15,721,0,713,8
Macau,China,2021-05-15,49,0,49,0
Ningxia,China,2021-05-15,76,0,75,1
Qinghai,China,2021-05-15,18,0,18,0
Shanxi,China,2021-05-15,251,0,244,7
Tibet,China,2021-05-15,1,0,1,0
Unknown,China,2021-05-15,0,0,6,-6
Jiangsu,China,2022-06-12,2235,0,,
Macau,China,2022-06-12,83,0,,
Ningxia,China,2022-06-12,122,0,,
Qinghai,China,2022-06-12,147,0,,
Shanxi,China,2022-06-12,423,0,,
Tibet,China,2022-06-12,1,0,,
Unknown,China,2022-06-12,661191,0,,
Jiangsu,China,2021-01-15,688,0,684,4
Macau,China,2021-01-15,46,0,46,0
Ningxia,China,2021-01-15,75,0,75,0
Qinghai,China,2021-01-15,18,0,18,0
Shanxi,China,2021-01-15,227,0,224,3
Tibet,China,2021-01-15,1,0,1,0
Jiangsu,China,2021-10-10,1600,0,,
Macau,China,2021-10-10,77,0,,
Ningxia,China,2021-10-10,77,0,,
Qinghai,China,2021-10-10,18,0,,
Shanxi,China,2021-10-10,260,0,,
Tibet,China,2021-10-10,1,0,,
Unknown,China,2021-10-10,0,0,,
Jiangsu,China,2021-03-27,708,0,704,4
Macau,China,2021-03-27,48,0,48,0
Ningxia,China,2021-03-27,75,0,75,0
Qinghai,China,2021-03-27,18,0,18,0
Shanxi,China,2021-03-27,241,0,240,1
Tibet,China,2021-03-27,1,0,1,0
Unknown,China,2021-03-27,0,0,2,-2
Jiangsu,China,2022-07-07,2280,0,,
Ningxia,China,2022-07-07,122,0,,
Qinghai,China,2022-07-07,147,0,,
Shanxi,China,2022-07-07,427,0,,
Tibet,China,2022-07-07,1,0,,
Unknown,China,2022-07-07,664917,0,,
Jiangsu,China,2021-11-05,1603,0,,
Macau,China,2021-11-05,77,0,,
Ningxia,China,2021-11-05,121,0,,
Qinghai,China,2021-11-05,30,0,,
Shanxi,China,2021-11-05,260,0,,
Tibet,China,2021-11-05,1,0,,
Unknown,China,2021-11-05,0,0,,
Jiangsu,China,2022-02-20,1739,0,,
Macau,China,2022-02-20,79,0,,
Ningxia,China,2022-02-20,122,0,,
Qinghai,China,2022-02-20,30,0,,
Shanxi,China,2022-02-20,273,0,,
Tibet,China,2022-02-20,1,0,,
Unknown,China,2022-02-20,0,0,,
Jiangsu,China,2020-05-07,653,0,652,1
Macau,China,2020-05-07,45,0,40,5
Ningxia,China,2020-05-07,75,0,75,0
Qinghai,China,2020-05-07,18,0,18,0
Shanxi,China,2020-05-07,198,0,195,3
Tibet,China,2020-05-07,1,0,1,0
Jiangsu,China,2022-05-20,2222,0,,
Macau,China,2022-05-20,82,0,,
Ningxia,China,2022-05-20,122,0,,
Qinghai,China,2022-05-20,147,0,,
Shanxi,China,2022-05-20,420,0,,
Tibet,China,2022-05-20,1,0,,
Unknown,China,2022-05-20,949108,0,,
Jiangsu,China,2020-04-02,647,0,631,16
Macau,China,2020-04-02,41,0,10,31
Ningxia,China,2020-04-02,75,0,75,0
Qinghai,China,2020-04-02,18,0,18,0
Shanxi,China,2020-04-02,137,0,133,4
Tibet,China,2020-04-02,1,0,1,0
Jiangsu,China,2020-06-21,653,0,653,0
Macau,China,2020-06-21,45,0,45,0
Ningxia,China,2020-06-21,75,0,75,0
Qinghai,China,2020-06-21,18,0,18,0
Shanxi,China,2020-06-21,198,0,198,0
Tibet,China,2020-06-21,1,0,1,0
Jiangsu,China,2022-09-27,2392,0,,
Ningxia,China,2022-09-27,137,0,,
Qinghai,China,2022-09-27,239,0,,
Shanxi,China,2022-09-27,469,0,,
Tibet,China,2022-09-27,1369,0,,
Unknown,China,2022-09-27,738643,0,,
Jiangsu,China,2020-07-08,654,0,654,0
Macau,China,2020-07-08,46,0,45,1
Ningxia,China,2020-07-08,75,0,75,0
Qinghai,China,2020-07-08,18,0,18,0
Shanxi,China,2020-07-08,199,0,198,1
Tibet,China,2020-07-08,1,0,1,0
Jiangsu,China,2021-08-25,1586,0,,
Macau,China,2021-08-25,63,0,,
Ningxia,China,2021-08-25,77,0,,
Qinghai,China,2021-08-25,18,0,,
Shanxi,China,2021-08-25,256,0,,
Tibet,China,2021-08-25,1,0,,
Unknown,China,2021-08-25,0,0,,
Jiangsu,China,2021-10-29,1600,0,,
Macau,China,2021-10-29,77,0,,
Ningxia,China,2021-10-29,104,0,,
Qinghai,China,2021-10-29,22,0,,
Shanxi,China,2021-10-29,260,0,,
Tibet,China,2021-10-29,1,0,,
Unknown,China,2021-10-29,0,0,,
Jiangsu,China,2020-07-26,655,0,654,1
Macau,China,2020-07-26,46,0,46,0
Ningxia,China,2020-07-26,75,0,75,0
Qinghai,China,2020-07-26,18,0,18,0
Shanxi,China,2020-07-26,201,0,201,0
Tibet,China,2020-07-26,1,0,1,0
Jiangsu,China,2022-12-01,3454,0,,
Ningxia,China,2022-12-01,231,0,,
Qinghai,China,2022-12-01,436,0,,
Shanxi,China,2022-12-01,4291,0,,
Tibet,China,2022-12-01,1515,0,,
Unknown,China,2022-12-01,1308689,0,,
Jiangsu,China,2020-11-07,674,0,666,8
Macau,China,2020-11-07,46,0,46,0
Ningxia,China,2020-11-07,75,0,75,0
Qinghai,China,2020-11-07,18,0,18,0
Shanxi,China,2020-11-07,217,0,213,4
Tibet,China,2020-11-07,1,0,1,0
Jiangsu,China,2022-02-23,1757,0,,
Macau,China,2022-02-23,80,0,,
Ningxia,China,2022-02-23,122,0,,
Qinghai,China,2022-02-23,30,0,,
Shanxi,China,2022-02-23,275,0,,
Tibet,China,2022-02-23,1,0,,
Unknown,China,2022-02-23,0,0,,
Jiangsu,China,2022-08-10,2331,0,,
Ningxia,China,2022-08-10,122,0,,
Qinghai,China,2022-08-10,148,0,,
Shanxi,China,2022-08-10,429,0,,
Tibet,China,2022-08-10,12,0,,
Unknown,China,2022-08-10,680348,0,,
Jiangsu,China,2022-10-27,2644,0,,
Ningxia,China,2022-10-27,215,0,,
Qinghai,China,2022-10-27,254,0,,
Shanxi,China,2022-10-27,1188,0,,
Tibet,China,2022-10-27,1460,0,,
Unknown,China,2022-10-27,766350,0,,
Jiangsu,China,2021-03-04,704,0,701,3
Macau,China,2021-03-04,48,0,47,1
Ningxia,China,2021-03-04,75,0,75,0
Qinghai,China,2021-03-04,18,0,18,0
Shanxi,China,2021-03-04,240,0,238,2
Tibet,China,2021-03-04,1,0,1,0
Unknown,China,2021-03-04,0,0,3,-3
Jiangsu,China,2021-06-16,739,0,721,18
Macau,China,2021-06-16,52,0,51,1
Ningxia,China,2021-06-16,76,0,75,1
Qinghai,China,2021-06-16,18,0,18,0
Shanxi,China,2021-06-16,253,0,252,1
Tibet,China,2021-06-16,1,0,1,0
Unknown,China,2021-06-16,0,0,10,-10
Jiangsu,China,2022-05-13,2215,0,,
Macau,China,2022-05-13,82,0,,
Ningxia,China,2022-05-13,122,0,,
Qinghai,China,2022-05-13,146,0,,
Shanxi,China,2022-05-13,420,0,,
Tibet,China,2022-05-13,1,0,,
Unknown,China,2022-05-13,915889,0,,
Jiangsu,China,2020-10-08,667,0,664,3
Macau,China,2020-10-08,46,0,46,0
Ningxia,China,2020-10-08,75,0,75,0
Qinghai,China,2020-10-08,18,0,18,0
Shanxi,China,2020-10-08,206,0,203,3
Tibet,China,2020-10-08,1,0,1,0
Jiangsu,China,2020-10-05,667,0,664,3
Macau,China,2020-10-05,46,0,46,0
Ningxia,China,2020-10-05,75,0,75,0
Qinghai,China,2020-10-05,18,0,18,0
Shanxi,China,2020-10-05,205,0,203,2
Tibet,China,2020-10-05,1,0,1,0
Jiangsu,China,2020-04-12,653,0,638,15
Macau,China,2020-04-12,45,0,13,32
Ningxia,China,2020-04-12,75,0,75,0
Qinghai,China,2020-04-12,18,0,18,0
Shanxi,China,2020-04-12,172,0,135,37
Tibet,China,2020-04-12,1,0,1,0
Jiangsu,China,2022-10-28,2644,0,,
Ningxia,China,2022-10-28,215,0,,
Qinghai,China,2022-10-28,254,0,,
Shanxi,China,2022-10-28,1214,0,,
Tibet,China,2022-10-28,1460,0,,
Unknown,China,2022-10-28,767577,0,,
Jiangsu,China,2020-12-14,684,0,675,9
Macau,China,2020-12-14,46,0,46,0
Ningxia,China,2020-12-14,75,0,75,0
Qinghai,China,2020-12-14,18,0,18,0
Shanxi,China,2020-12-14,222,0,220,2
Tibet,China,2020-12-14,1,0,1,0
Jiangsu,China,2022-03-04,1782,0,,
Macau,China,2022-03-04,82,0,,
Ningxia,China,2022-03-04,122,0,,
Qinghai,China,2022-03-04,30,0,,
Shanxi,China,2022-03-04,287,0,,
Tibet,China,2022-03-04,1,0,,
Unknown,China,2022-03-04,0,0,,
Jiangsu,China,2022-08-03,2324,0,,
Ningxia,China,2022-08-03,122,0,,
Qinghai,China,2022-08-03,148,0,,
Shanxi,China,2022-08-03,429,0,,
Tibet,China,2022-08-03,1,0,,
Unknown,China,2022-08-03,677357,0,,
Jiangsu,China,2021-09-06,1591,0,,
Macau,China,2021-09-06,63,0,,
Ningxia,China,2021-09-06,77,0,,
Qinghai,China,2021-09-06,18,0,,
Shanxi,China,2021-09-06,259,0,,
Tibet,China,2021-09-06,1,0,,
Unknown,China,2021-09-06,0,0,,
Jiangsu,China,2021-01-01,684,0,682,2
Macau,China,2021-01-01,46,0,46,0
Ningxia,China,2021-01-01,75,0,75,0
Qinghai,China,2021-01-01,18,0,18,0
Shanxi,China,2021-01-01,224,0,221,3
Tibet,China,2021-01-01,1,0,1,0
Jiangsu,China,2021-06-22,742,0,728,14
Macau,China,2021-06-22,53,0,51,2
Ningxia,China,2021-06-22,76,0,75,1
Qinghai,China,2021-06-22,18,0,18,0
Shanxi,China,2021-06-22,253,0,252,1
Tibet,China,2021-06-22,1,0,1,0
Unknown,China,2021-06-22,0,0,12,-12
Jiangsu,China,2022-11-20,3052,0,,
Ningxia,China,2022-11-20,225,0,,
Qinghai,China,2022-11-20,365,0,,
Shanxi,China,2022-11-20,2380,0,,
Tibet,China,2022-11-20,1495,0,,
Unknown,China,2022-11-20,1003837,0,,
Jiangsu,China,2021-12-01,1619,0,,
Macau,China,2021-12-01,77,0,,
Ningxia,China,2021-12-01,122,0,,
Qinghai,China,2021-12-01,30,0,,
Shanxi,China,2021-12-01,265,0,,
Tibet,China,2021-12-01,1,0,,
Unknown,China,2021-12-01,0,0,,
Jiangsu,China,2022-05-07,2214,0,,
Macau,China,2022-05-07,82,0,,
Ningxia,China,2022-05-07,122,0,,
Qinghai,China,2022-05-07,99,0,,
Shanxi,China,2022-05-07,420,0,,
Tibet,China,2022-05-07,1,0,,
Unknown,China,2022-05-07,863562,0,,
Jiangsu,China,2021-02-18,703,0,689,14
Macau,China,2021-02-18,48,0,46,2
Ningxia,China,2021-02-18,75,0,75,0
Qinghai,China,2021-02-18,18,0,18,0
Shanxi,China,2021-02-18,239,0,236,3
Tibet,China,2021-02-18,1,0,1,0
Jiangsu,China,2022-03-10,1866,0,,
Macau,China,2022-03-10,82,0,,
Ningxia,China,2022-03-10,122,0,,
Qinghai,China,2022-03-10,31,0,,
Shanxi,China,2022-03-10,295,0,,
Tibet,China,2022-03-10,1,0,,
Unknown,China,2022-03-10,0,0,,
Jiangsu,China,2021-03-26,708,0,704,4
Macau,China,2021-03-26,48,0,48,0
Ningxia,China,2021-03-26,75,0,75,0
Qinghai,China,2021-03-26,18,0,18,0
Shanxi,China,2021-03-26,241,0,240,1
Tibet,China,2021-03-26,1,0,1,0
Unknown,China,2021-03-26,0,0,3,-3
Jiangsu,China,2020-09-17,665,0,663,2
Macau,China,2020-09-17,46,0,46,0
Ningxia,China,2020-09-17,75,0,75,0
Qinghai,China,2020-09-17,18,0,18,0
Shanxi,China,2020-09-17,203,0,202,1
Tibet,China,2020-09-17,1,0,1,0
Jiangsu,China,2022-08-31,2354,0,,
Ningxia,China,2022-08-31,122,0,,
Qinghai,China,2022-08-31,194,0,,
Shanxi,China,2022-08-31,469,0,,
Tibet,China,2022-08-31,767,0,,
Unknown,China,2022-08-31,713043,0,,
Jiangsu,China,2021-09-12,1592,0,,
Macau,China,2021-09-12,63,0,,
Ningxia,China,2021-09-12,77,0,,
Qinghai,China,2021-09-12,18,0,,
Shanxi,China,2021-09-12,260,0,,
Tibet,China,2021-09-12,1,0,,
Unknown,China,2021-09-12,0,0,,
Jiangsu,China,2020-07-23,655,0,654,1
Macau,China,2020-07-23,46,0,46,0
Ningxia,China,2020-07-23,75,0,75,0
Qinghai,China,2020-07-23,18,0,18,0
Shanxi,China,2020-07-23,201,0,201,0
Tibet,China,2020-07-23,1,0,1,0
Jiangsu,China,2020-05-17,653,0,653,0
Macau,China,2020-05-17,45,0,44,1
Ningxia,China,2020-05-17,75,0,75,0
Qinghai,China,2020-05-17,18,0,18,0
Shanxi,China,2020-05-17,198,0,198,0
Tibet,China,2020-05-17,1,0,1,0
Jiangsu,China,2020-08-12,659,0,656,3
Macau,China,2020-08-12,46,0,46,0
Ningxia,China,2020-08-12,75,0,75,0
Qinghai,China,2020-08-12,18,0,18,0
Shanxi,China,2020-08-12,201,0,201,0
Tibet,China,2020-08-12,1,0,1,0
Jiangsu,China,2021-05-08,720,0,712,8
Macau,China,2021-05-08,49,0,49,0
Ningxia,China,2021-05-08,76,0,75,1
Qinghai,China,2021-05-08,18,0,18,0
Shanxi,China,2021-05-08,251,0,244,7
Tibet,China,2021-05-08,1,0,1,0
Unknown,China,2021-05-08,0,0,9,-9
Jiangsu,China,2022-11-14,2832,0,,
Ningxia,China,2022-11-14,225,0,,
Qinghai,China,2022-11-14,328,0,,
Shanxi,China,2022-11-14,1923,0,,
Tibet,China,2022-11-14,1475,0,,
Unknown,China,2022-11-14,861625,0,,
Jiangsu,China,2022-07-23,2317,0,,
Ningxia,China,2022-07-23,122,0,,
Qinghai,China,2022-07-23,148,0,,
Shanxi,China,2022-07-23,427,0,,
Tibet,China,2022-07-23,1,0,,
Unknown,China,2022-07-23,672090,0,,
Jiangsu,China,2022-11-15,2859,0,,
Ningxia,China,2022-11-15,225,0,,
Qinghai,China,2022-11-15,330,0,,
Shanxi,China,2022-11-15,1989,0,,
Tibet,China,2022-11-15,1481,0,,
Unknown,China,2022-11-15,877396,0,,
Jiangsu,China,2020-12-28,684,0,682,2
Macau,China,2020-12-28,46,0,46,0
Ningxia,China,2020-12-28,75,0,75,0
Qinghai,China,2020-12-28,18,0,18,0
Shanxi,China,2020-12-28,224,0,221,3
Tibet,China,2020-12-28,1,0,1,0
Jiangsu,China,2022-06-27,2245,0,,
Macau,China,2022-06-27,172,0,,
Ningxia,China,2022-06-27,122,0,,
Qinghai,China,2022-06-27,147,0,,
Shanxi,China,2022-06-27,423,0,,
Tibet,China,2022-06-27,1,0,,
Unknown,China,2022-06-27,662722,0,,
Jiangsu,China,2020-04-11,652,0,636,16
Macau,China,2020-04-11,45,0,10,35
Ningxia,China,2020-04-11,75,0,75,0
Qinghai,China,2020-04-11,18,0,18,0
Shanxi,China,2020-04-11,172,0,135,37
Tibet,China,2020-04-11,1,0,1,0
Jiangsu,China,2022-01-10,1628,0,,
Macau,China,2022-01-10,79,0,,
Ningxia,China,2022-01-10,122,0,,
Qinghai,China,2022-01-10,30,0,,
Shanxi,China,2022-01-10,266,0,,
Tibet,China,2022-01-10,1,0,,
Unknown,China,2022-01-10,0,0,,
Jiangsu,China,2021-05-30,726,0,716,10
Macau,China,2021-05-30,51,0,49,2
Ningxia,China,2021-05-30,76,0,75,1
Qinghai,China,2021-05-30,18,0,18,0
Shanxi,China,2021-05-30,253,0,248,5
Tibet,China,2021-05-30,1,0,1,0
Unknown,China,2021-05-30,0,0,13,-13
Jiangsu,China,2022-09-10,2367,0,,
Ningxia,China,2022-09-10,122,0,,
Qinghai,China,2022-09-10,231,0,,
Shanxi,China,2022-09-10,469,0,,
Tibet,China,2022-09-10,1191,0,,
Unknown,China,2022-09-10,725051,0,,
Jiangsu,China,2021-10-25,1600,0,,
Macau,China,2021-10-25,77,0,,
Ningxia,China,2021-10-25,97,0,,
Qinghai,China,2021-10-25,19,0,,
Shanxi,China,2021-10-25,260,0,,
Tibet,China,2021-10-25,1,0,,
Unknown,China,2021-10-25,20,0,,
Jiangsu,China,2022-02-19,1727,0,,
Macau,China,2022-02-19,79,0,,
Ningxia,China,2022-02-19,122,0,,
Qinghai,China,2022-02-19,30,0,,
Shanxi,China,2022-02-19,268,0,,
Tibet,China,2022-02-19,1,0,,
Jiangsu,China,2021-04-20,716,0,708,8
Macau,China,2021-04-20,49,0,48,1
Ningxia,China,2021-04-20,75,0,75,0
Qinghai,China,2021-04-20,18,0,18,0
Shanxi,China,2021-04-20,249,0,241,8
Tibet,China,2021-04-20,1,0,1,0
Unknown,China,2021-04-20,0,0,4,-4
Jiangsu,China,2021-03-12,705,0,704,1
Macau,China,2021-03-12,48,0,47,1
Ningxia,China,2021-03-12,75,0,75,0
Qinghai,China,2021-03-12,18,0,18,0
Shanxi,China,2021-03-12,241,0,239,2
Tibet,China,2021-03-12,1,0,1,0
Unknown,China,2021-03-12,0,0,7,-7
Jiangsu,China,2021-01-29,693,0,685,8
Macau,China,2021-01-29,47,0,46,1
Ningxia,China,2021-01-29,75,0,75,0
Qinghai,China,2021-01-29,18,0,18,0
Shanxi,China,2021-01-29,238,0,227,11
Tibet,China,2021-01-29,1,0,1,0
Jiangsu,China,2021-10-09,1600,0,,
Macau,China,2021-10-09,77,0,,
Ningxia,China,2021-10-09,77,0,,
Qinghai,China,2021-10-09,18,0,,
Shanxi,China,2021-10-09,260,0,,
Tibet,China,2021-10-09,1,0,,
Unknown,China,2021-10-09,0,0,,
Jiangsu,China,2022-10-21,2598,0,,
Ningxia,China,2022-10-21,215,0,,
Qinghai,China,2022-10-21,239,0,,
Shanxi,China,2022-10-21,916,0,,
Tibet,China,2022-10-21,1453,0,,
Unknown,China,2022-10-21,760908,0,,
Jiangsu,China,2021-03-02,704,0,700,4
Macau,China,2021-03-02,48,0,47,1
Ningxia,China,2021-03-02,75,0,75,0
Qinghai,China,2021-03-02,18,0,18,0
Shanxi,China,2021-03-02,240,0,238,2
Tibet,China,2021-03-02,1,0,1,0
Unknown,China,2021-03-02,0,0,3,-3
Jiangsu,China,2021-12-15,1621,0,,
Macau,China,2021-12-15,77,0,,
Ningxia,China,2021-12-15,122,0,,
Qinghai,China,2021-12-15,30,0,,
Shanxi,China,2021-12-15,265,0,,
Tibet,China,2021-12-15,1,0,,
Unknown,China,2021-12-15,0,0,,
Jiangsu,China,2022-08-17,2339,0,,
Ningxia,China,2022-08-17,122,0,,
Qinghai,China,2022-08-17,161,0,,
Shanxi,China,2022-08-17,429,0,,
Tibet,China,2022-08-17,214,0,,
Unknown,China,2022-08-17,692259,0,,
Jiangsu,China,2021-06-10,730,0,720,10
Macau,China,2021-06-10,52,0,51,1
Ningxia,China,2021-06-10,76,0,75,1
Qinghai,China,2021-06-10,18,0,18,0
Shanxi,China,2021-06-10,253,0,250,3
Tibet,China,2021-06-10,1,0,1,0
Unknown,China,2021-06-10,0,0,5,-5
Jiangsu,China,2020-09-02,665,0,659,6
Macau,China,2020-09-02,46,0,46,0
Ningxia,China,2020-09-02,75,0,75,0
Qinghai,China,2020-09-02,18,0,18,0
Shanxi,China,2020-09-02,203,0,201,2
Tibet,China,2020-09-02,1,0,1,0
Jiangsu,China,2022-04-25,2182,0,,
Macau,China,2022-04-25,82,0,,
Ningxia,China,2022-04-25,122,0,,
Qinghai,China,2022-04-25,94,0,,
Shanxi,China,2022-04-25,417,0,,
Tibet,China,2022-04-25,1,0,,
Unknown,China,2022-04-25,635658,0,,
Jiangsu,China,2022-09-25,2385,0,,
Ningxia,China,2022-09-25,130,0,,
Qinghai,China,2022-09-25,235,0,,
Shanxi,China,2022-09-25,469,0,,
Tibet,China,2022-09-25,1345,0,,
Unknown,China,2022-09-25,737366,0,,
Jiangsu,China,2021-07-19,751,0,739,12
Macau,China,2021-07-19,55,0,53,2
Ningxia,China,2021-07-19,76,0,75,1
Qinghai,China,2021-07-19,18,0,18,0
Shanxi,China,2021-07-19,253,0,253,0
Tibet,China,2021-07-19,1,0,1,0
Unknown,China,2021-07-19,0,0,39,-39
Jiangsu,China,2022-04-07,2073,0,,
Macau,China,2022-04-07,82,0,,
Ningxia,China,2022-04-07,122,0,,
Qinghai,China,2022-04-07,43,0,,
Shanxi,China,2022-04-07,339,0,,
Tibet,China,2022-04-07,1,0,,
Unknown,China,2022-04-07,178609,0,,
Jiangsu,China,2021-08-27,1587,0,,
Macau,China,2021-08-27,63,0,,
Ningxia,China,2021-08-27,77,0,,
Qinghai,China,2021-08-27,18,0,,
Shanxi,China,2021-08-27,258,0,,
Tibet,China,2021-08-27,1,0,,
Unknown,China,2021-08-27,0,0,,
Jiangsu,China,2022-11-17,2890,0,,
Ningxia,China,2022-11-17,225,0,,
Qinghai,China,2022-11-17,349,0,,
Shanxi,China,2022-11-17,2060,0,,
Tibet,China,2022-11-17,1486,0,,
Unknown,China,2022-11-17,915345,0,,
Jiangsu,China,2020-08-10,659,0,655,4
Macau,China,2020-08-10,46,0,46,0
Ningxia,China,2020-08-10,75,0,75,0
Qinghai,China,2020-08-10,18,0,18,0
Shanxi,China,2020-08-10,201,0,201,0
Tibet,China,2020-08-10,1,0,1,0
Jiangsu,China,2020-04-07,651,0,633,18
Macau,China,2020-04-07,44,0,10,34
Ningxia,China,2020-04-07,75,0,75,0
Qinghai,China,2020-04-07,18,0,18,0
Shanxi,China,2020-04-07,138,0,133,5
Tibet,China,2020-04-07,1,0,1,0
Jiangsu,China,2021-08-12,1525,0,,
Macau,China,2021-08-12,63,0,,
Ningxia,China,2021-08-12,77,0,,
Qinghai,China,2021-08-12,18,0,,
Shanxi,China,2021-08-12,254,0,,
Tibet,China,2021-08-12,1,0,,
Unknown,China,2021-08-12,0,0,,
Jiangsu,China,2020-04-08,651,0,633,18
Macau,China,2020-04-08,45,0,10,35
Ningxia,China,2020-04-08,75,0,75,0
Qinghai,China,2020-04-08,18,0,18,0
Shanxi,China,2020-04-08,163,0,134,29
Tibet,China,2020-04-08,1,0,1,0
Jiangsu,China,2022-07-31,2319,0,,
Ningxia,China,2022-07-31,122,0,,
Qinghai,China,2022-07-31,148,0,,
Shanxi,China,2022-07-31,429,0,,
Tibet,China,2022-07-31,1,0,,
Unknown,China,2022-07-31,676398,0,,
Jiangsu,China,2022-04-10,2090,0,,
Macau,China,2022-04-10,82,0,,
Ningxia,China,2022-04-10,122,0,,
Qinghai,China,2022-04-10,43,0,,
Shanxi,China,2022-04-10,351,0,,
Tibet,China,2022-04-10,1,0,,
Unknown,China,2022-04-10,250063,0,,
Jiangsu,China,2021-06-25,742,0,729,13
Macau,China,2021-06-25,53,0,51,2
Ningxia,China,2021-06-25,76,0,75,1
Qinghai,China,2021-06-25,18,0,18,0
Shanxi,China,2021-06-25,253,0,252,1
Tibet,China,2021-06-25,1,0,1,0
Unknown,China,2021-06-25,0,0,22,-22
Jiangsu,China,2021-03-17,707,0,704,3
Macau,China,2021-03-17,48,0,47,1
Ningxia,China,2021-03-17,75,0,75,0
Qinghai,China,2021-03-17,18,0,18,0
Shanxi,China,2021-03-17,241,0,239,2
Tibet,China,2021-03-17,1,0,1,0
Unknown,China,2021-03-17,0,0,1,
Jiangsu,China,2021-07-04,743,0,733,10
Macau,China,2021-07-04,55,0,51,4
Ningxia,China,2021-07-04,76,0,75,1
Qinghai,China,2021-07-04,18,0,18,0
Shanxi,China,2021-07-04,253,0,252,1
Tibet,China,2021-07-04,1,0,1,0
Unknown,China,2021-07-04,0,0,24,-24
Jiangsu,China,2020-06-08,653,0,653,0
Macau,China,2020-06-08,45,0,45,0
Ningxia,China,2020-06-08,75,0,75,0
Qinghai,China,2020-06-08,18,0,18,0
Shanxi,China,2020-06-08,198,0,198,0
Tibet,China,2020-06-08,1,0,1,0
Jiangsu,China,2020-10-07,667,0,664,3
Macau,China,2020-10-07,46,0,46,0
Ningxia,China,2020-10-07,75,0,75,0
Qinghai,China,2020-10-07,18,0,18,0
Shanxi,China,2020-10-07,206,0,203,3
Tibet,China,2020-10-07,1,0,1,0
Jiangsu,China,2021-08-30,1589,0,,
Macau,China,2021-08-30,63,0,,
Ningxia,China,2021-08-30,77,0,,
Qinghai,China,2021-08-30,18,0,,
Shanxi,China,2021-08-30,259,0,,
Tibet,China,2021-08-30,1,0,,
Unknown,China,2021-08-30,0,0,,
Jiangsu,China,2021-05-16,721,0,713,8
Macau,China,2021-05-16,50,0,49,1
Ningxia,China,2021-05-16,76,0,75,1
Qinghai,China,2021-05-16,18,0,18,0
